dataset,model,batch_no,model_id,stage,attempt,error
ag_news,qwen_1_5b,6,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec75bb-16b11db52a11bc7e4fe3e1ad;49574b13-4a8c-4596-8dca-6b22779a62ab)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,6,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec75bb-54b0ab1500a710fe613a1f12;ca8ea7b7-6b7f-4c90-95b8-9540cc3d38f8)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,gpt_oss_20b,6,openai/gpt-oss-20b,without_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec75be-007450770c3f7dc16b507296;c18558e3-979b-40d1-8b0c-10c0b913b5ae)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,gpt_oss_20b,6,openai/gpt-oss-20b,without_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec75dc-05971f9608950cc6230aa143;97794a53-c871-4d7d-a6be-17b8f003d1cd)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,mixtral_8x22b,6,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec75fb-1cf775462a3babd031376a21;040cdde1-dedb-490a-828f-9d9d60dfbceb)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,6,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec75fb-6504b5ff3d9eb3d2028dadda;760add63-e8e4-4df3-8c72-9ebc7c99cdcc)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,7,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec75fb-66b5a544330d85a80ca99274;45af90ed-72dc-43a1-900c-5118431951ce)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,7,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec75fb-3b4dfe862d7bf4ee4af98af6;b687f471-2d4f-4057-a5a9-a69b81e0ca2f)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,7,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec75ff-2af098e715567e89608a6940;18b76a3f-ca51-43e0-b701-a82e607537d0)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,7,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec75ff-16f5e47b495ce2f10b2acf2d;079ea645-1ecc-434c-83f5-f432e8db13c1)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,8,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec75ff-7206cd5e2eb8efec676e239c;d70ae28b-861d-4091-adce-2d082d7740c3)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,8,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec75ff-0c66f7294623189e00997968;499c1ef8-f2b5-448c-9a73-e70bf8c9612c)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,llama_8b,8,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec75ff-3e9a561d1ce3ae164a274608;f918f76f-4936-4f2f-8cb8-f1f837342bc1)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,llama_8b,8,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec761d-060f53f506ce7aad5884a1f8;fc6e5307-86ac-4e96-8b3e-328a66e28ab0)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,gpt_oss_20b,8,openai/gpt-oss-20b,without_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec763e-2712473a5574a6be1462e1ff;da99952a-2ee7-4fc6-8aad-939ca8ea44aa)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,gpt_oss_20b,8,openai/gpt-oss-20b,without_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec765c-0a8d0b0b1cb42f6876b098c7;9f035ac1-686e-4a42-bb8a-b4a9a717f057)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,mixtral_8x22b,8,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec767b-2955fc156bcc37ec197e1dc4;815d8589-4dd2-4841-9b87-a0e22f6e0a9e)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,8,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec767b-597aaa3775133d4619bada64;d7c17a85-233e-4755-aaca-eabdbd38058a)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,9,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec767b-43633e8d57f3995559f4238e;3d8f2056-7717-4efa-b4e8-d472807d64df)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,9,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec767b-128a47d804c171443312bbb8;89ef7313-94f7-4785-9509-f9da7a4e0abe)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,9,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec767e-792fd49e1f35ad4f0ff91879;2008d662-2ed2-4c08-8924-9413263f7b46)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,9,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec767f-23300d6b3699248d65062dec;63a872a6-f6b1-4ce7-8a2a-d7e7f7bfb2f3)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,10,Qwen/Qwen2.5-1.5B-Instruct,with_logprobs,1,"(Request ID: Root=1-69ec767f-0c1bbc0f43bfb23062c9b713;93defb10-ba90-41d9-8779-3ade519d6937)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,qwen_1_5b,10,Qwen/Qwen2.5-1.5B-Instruct,without_logprobs,1,"(Request ID: Root=1-69ec767f-4fd6ef547e6933637f5ff521;8f1d75c6-5d26-41f8-ad06-80bda5750c7c)

Bad request:
{'message': ""The requested model 'Qwen/Qwen2.5-1.5B-Instruct' is not supported by any provider you have enabled."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,1,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec767f-65bdb07768272bea650f2afc;3982e5f5-6db9-4160-abd6-7e087b484097)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,llama_8b,10,meta-llama/Meta-Llama-3-8B-Instruct,with_logprobs,2,"Client error '402 Payment Required' for url 'https://router.huggingface.co/v1/chat/completions' (Request ID: Root=1-69ec769d-732e87ce3de6a6637525e935;b2693eba-7919-4e41-83f6-7eb15d366d9b)
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/402

You have depleted your monthly included credits. Purchase pre-paid credits to continue using Inference Providers. Alternatively, subscribe to PRO to get 20x more included usage."
ag_news,mixtral_8x22b,10,mistralai/Mixtral-8x22B-Instruct-v0.1,with_logprobs,1,"(Request ID: Root=1-69ec76bf-46ac7fda3f5224f64374f4f2;2aab725c-9bae-4f73-9278-400e4f3b82fb)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
ag_news,mixtral_8x22b,10,mistralai/Mixtral-8x22B-Instruct-v0.1,without_logprobs,1,"(Request ID: Root=1-69ec76bf-3a7dbb4003274e6230977a84;ef8eb582-3abd-4cc4-a632-a55a8ebe58cf)

Bad request:
{'message': ""The requested model 'mistralai/Mixtral-8x22B-Instruct-v0.1' is not a chat model."", 'type': 'invalid_request_error', 'param': 'model', 'code': 'model_not_supported'}"
